#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
26141-1-147,.26141_1_147.63,2143,2616,+,dfrA17_1,1-474/474,===============,0/0,100,100,resfinder,FJ460238,dfrA17,Trimethoprim
26141-1-147,.26141_1_147.63,2747,3535,+,aadA5_1,1-789/789,===============,0/0,100,100,resfinder,AF137361,aadA5,Streptomycin
26141-1-147,.26141_1_147.63,4055,4921,+,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
26141-1-147,.26141_1_147.63,10216,11137,-,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
26141-1-147,.26141_1_147.71,2994,3830,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
26141-1-147,.26141_1_147.71,4180,4662,-,dfrA14_5,1-483/483,===============,0/0,100,99.79,resfinder,DQ388123,dfrA14,Trimethoprim
26141-1-147,.26141_1_147.71,4670,5201,-,aph(3'')-Ib_5,1-532/804,==========.....,0/0,66.17,99.81,resfinder,AF321551,aph(3'')-Ib,Streptomycin
26141-1-147,.26141_1_147.71,5262,6077,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
26141-1-147,.26141_1_147.77,3666,4526,-,blaSHV-12_1,1-861/861,===============,0/0,100,99.88,resfinder,KF976405,blaSHV-12,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
26141-1-147,.26141_1_147.84,983,2188,-,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
26141-1-148,.26141_1_148.103,519,1394,-,blaCTX-M-27_1,1-876/876,===============,0/0,100,100,resfinder,AY156923,blaCTX-M-27,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
26141-1-148,.26141_1_148.65,6180,7412,-,mdf(A)_1,1-1233/1233,===============,0/0,100,99.11,resfinder,Y08743,mdf(A),
26141-1-148,.26141_1_148.66,2198,3733,+,qepA4_1,1-1536/1536,===============,0/0,100,100,resfinder,KX580704,qepA4,Ciprofloxacin
26141-1-148,.26141_1_148.66,6943,7440,+,dfrA12_8,1-498/498,===============,0/0,100,100,resfinder,AM040708,dfrA12,Trimethoprim
26141-1-148,.26141_1_148.66,7838,8639,+,aadA2_1,18-819/819,===============,0/0,97.92,99.88,resfinder,NC_010870,aadA2,Streptomycin
26141-1-148,.26141_1_148.66,9117,9983,+,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
26141-1-148,.26141_1_148.66,15278,16199,-,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
26141-1-148,.26141_1_148.82,518,1764,-,tet(A)_6,1-1247/1275,===============,0/0,97.8,100,resfinder,AF534183,tet(A),Doxycycline;Tetracycline
26141-1-148,.26141_1_148.82,2743,3579,-,aph(6)-Id_1,1-837/837,===============,0/0,100,99.88,resfinder,M28829,aph(6)-Id,Streptomycin
26141-1-148,.26141_1_148.82,3579,4382,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
26141-1-148,.26141_1_148.82,4443,5258,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
26141-1-148,.26141_1_148.83,131,790,+,catA1_1,1-660/660,===============,0/0,100,99.85,resfinder,V00622,catA1,Chloramphenicol
26141-1-148,.26141_1_148.88,1020,2225,+,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
26141-1-149,.26141_1_149.103,1822,2682,-,aac(3)-IIa_1,1-861/861,===============,0/0,100,99.77,resfinder,X51534,aac(3)-IIa,Gentamicin;Tobramycin
26141-1-149,.26141_1_149.104,130,574,-,catB3_1,1-445/633,===========....,0/0,70.3,99.78,resfinder,AJ009818,catB3,Chloramphenicol
26141-1-149,.26141_1_149.104,712,1542,-,blaOXA-1_1,1-831/831,===============,0/0,100,100,resfinder,HQ170510,blaOXA-1,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
26141-1-149,.26141_1_149.104,1673,2272,-,aac(6')-Ib-cr_1,1-600/600,===============,0/0,100,100,resfinder,DQ303918,aac(6')-Ib-cr,Ciprofloxacin
26141-1-149,.26141_1_149.110,574,1410,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
26141-1-149,.26141_1_149.112,25,840,+,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
26141-1-149,.26141_1_149.112,901,1432,+,aph(3'')-Ib_5,1-532/804,==========.....,0/0,66.17,99.81,resfinder,AF321551,aph(3'')-Ib,Streptomycin
26141-1-149,.26141_1_149.117,1,922,+,ant(3'')-Ia_1,48-972/972,========/======,01-Mar,94.86,99.46,resfinder,X02340,ant(3'')-Ia,Streptomycin
26141-1-149,.26141_1_149.121,349,1003,+,catA1_1,1-655/660,===============,0/0,99.24,99.85,resfinder,V00622,catA1,Chloramphenicol
26141-1-149,.26141_1_149.20,63211,64443,-,mdf(A)_1,1-1233/1233,===============,0/0,100,99.43,resfinder,Y08743,mdf(A),
26141-1-149,.26141_1_149.88,2846,3721,-,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
26141-1-149,.26141_1_149.88,6543,7403,+,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
26141-1-149,.26141_1_149.92,4592,5236,+,qnrB1_1,1-645/645,===============,0/0,100,100,resfinder,DQ351241,qnrB1,Ciprofloxacin
26141-1-149,.26141_1_149.93,5536,6018,-,dfrA14_5,1-483/483,===============,0/0,100,99.79,resfinder,DQ388123,dfrA14,Trimethoprim
26141-1-149,.26141_1_149.99,1216,2484,-,tet(A)_6,1-1247/1275,========/======,Jan-22,97.8,93.22,resfinder,AF534183,tet(A),Doxycycline;Tetracycline
26141-1-150,.26141_1_150.2,475575,476807,+,mdf(A)_1,1-1233/1233,===============,0/0,100,97.81,resfinder,Y08743,mdf(A),
26141-1-150,.26141_1_150.32,15660,16520,+,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
26141-1-150,.26141_1_150.46,195,1116,+,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
26141-1-150,.26141_1_150.46,6411,7277,-,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
26141-1-150,.26141_1_150.46,7797,8585,-,aadA5_1,1-789/789,===============,0/0,100,100,resfinder,AF137361,aadA5,Streptomycin
26141-1-150,.26141_1_150.46,8716,9189,-,dfrA17_1,1-474/474,===============,0/0,100,100,resfinder,FJ460238,dfrA17,Trimethoprim
26141-1-150,.26141_1_150.63,107,943,-,aph(6)-Id_1,1-837/837,===============,0/0,100,99.88,resfinder,M28829,aph(6)-Id,Streptomycin
26141-1-150,.26141_1_150.63,943,1746,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
26141-1-150,.26141_1_150.63,1807,2622,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
26141-1-150,.26141_1_150.64,518,1764,-,tet(A)_6,1-1247/1275,===============,0/0,97.8,100,resfinder,AF534183,tet(A),Doxycycline;Tetracycline
26141-1-150,.26141_1_150.71,376,1251,+,blaCTX-M-27_1,1-876/876,===============,0/0,100,100,resfinder,AY156923,blaCTX-M-27,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
26141-1-151,.26141_1_151.1,66844,68076,-,mdf(A)_1,1-1233/1233,===============,0/0,100,97.81,resfinder,Y08743,mdf(A),
26141-1-151,.26141_1_151.35,13543,14789,-,tet(A)_6,1-1247/1275,===============,0/0,97.8,100,resfinder,AF534183,tet(A),Doxycycline;Tetracycline
26141-1-151,.26141_1_151.46,195,1116,+,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
26141-1-151,.26141_1_151.46,6411,7277,-,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
26141-1-151,.26141_1_151.46,7797,8585,-,aadA5_1,1-789/789,===============,0/0,100,100,resfinder,AF137361,aadA5,Streptomycin
26141-1-151,.26141_1_151.46,8716,9189,-,dfrA17_1,1-474/474,===============,0/0,100,100,resfinder,FJ460238,dfrA17,Trimethoprim
26141-1-151,.26141_1_151.54,1870,2745,-,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
26141-1-151,.26141_1_151.57,1822,2682,-,aac(3)-IIa_1,1-861/861,===============,0/0,100,99.77,resfinder,X51534,aac(3)-IIa,Gentamicin;Tobramycin
26141-1-151,.26141_1_151.61,123,567,-,catB3_1,1-445/633,===========....,0/0,70.3,99.78,resfinder,AJ009818,catB3,Chloramphenicol
26141-1-151,.26141_1_151.61,705,1535,-,blaOXA-1_1,1-831/831,===============,0/0,100,100,resfinder,HQ170510,blaOXA-1,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
26141-1-151,.26141_1_151.61,1666,2265,-,aac(6')-Ib-cr_1,1-600/600,===============,0/0,100,100,resfinder,DQ303918,aac(6')-Ib-cr,Ciprofloxacin
26141-1-152,.26141_1_152.34,7086,8231,+,blaCMY-2_1,1-1146/1146,===============,0/0,100,100,resfinder,X91840,blaCMY-2,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
26141-1-152,.26141_1_152.43,2269,3129,+,aac(3)-IId_1,1-861/861,===============,0/0,100,99.88,resfinder,EU022314,aac(3)-IId,Gentamicin;Tobramycin
26141-1-152,.26141_1_152.44,1060,1926,-,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
26141-1-152,.26141_1_152.44,2446,3234,-,aadA5_1,1-789/789,===============,0/0,100,100,resfinder,AF137361,aadA5,Streptomycin
26141-1-152,.26141_1_152.44,3365,3838,-,dfrA17_1,1-474/474,===============,0/0,100,100,resfinder,FJ460238,dfrA17,Trimethoprim
26141-1-152,.26141_1_152.47,215,1051,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
26141-1-152,.26141_1_152.47,1051,1854,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
26141-1-152,.26141_1_152.47,1915,2730,-,sul2_3,1-816/816,===============,0/0,100,100,resfinder,HQ840942,sul2,Sulfamethoxazole
26141-1-152,.26141_1_152.48,3316,4237,-,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
26141-1-152,.26141_1_152.5,225702,226934,-,mdf(A)_1,1-1233/1233,===============,0/0,100,98.78,resfinder,Y08743,mdf(A),
26141-1-152,.26141_1_152.50,536,1411,+,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
26141-1-152,.26141_1_152.54,956,2161,+,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
26141-1-152,.26141_1_152.57,204,648,-,catB3_1,1-445/633,===========....,0/0,70.3,99.78,resfinder,AJ009818,catB3,Chloramphenicol
26141-1-152,.26141_1_152.57,786,1616,-,blaOXA-1_1,1-831/831,===============,0/0,100,100,resfinder,HQ170510,blaOXA-1,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
26141-1-152,.26141_1_152.57,1747,2346,-,aac(6')-Ib-cr_1,1-600/600,===============,0/0,100,100,resfinder,DQ303918,aac(6')-Ib-cr,Ciprofloxacin
26141-1-152,.26141_1_152.64,150,1010,-,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
26141-1-153,.26141_1_153.1,364135,365367,-,mdf(A)_1,1-1233/1233,===============,0/0,100,97.81,resfinder,Y08743,mdf(A),
26141-1-153,.26141_1_153.46,195,1116,+,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
26141-1-153,.26141_1_153.46,6411,7277,-,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
26141-1-153,.26141_1_153.46,7797,8585,-,aadA5_1,1-789/789,===============,0/0,100,100,resfinder,AF137361,aadA5,Streptomycin
26141-1-153,.26141_1_153.46,8716,9189,-,dfrA17_1,1-474/474,===============,0/0,100,100,resfinder,FJ460238,dfrA17,Trimethoprim
26141-1-153,.26141_1_153.52,518,1764,-,tet(A)_6,1-1247/1275,===============,0/0,97.8,100,resfinder,AF534183,tet(A),Doxycycline;Tetracycline
26141-1-153,.26141_1_153.52,2743,3579,-,aph(6)-Id_1,1-837/837,===============,0/0,100,99.88,resfinder,M28829,aph(6)-Id,Streptomycin
26141-1-153,.26141_1_153.52,3579,4382,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
26141-1-153,.26141_1_153.52,4443,5258,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
26141-1-153,.26141_1_153.61,376,1251,+,blaCTX-M-27_1,1-876/876,===============,0/0,100,100,resfinder,AY156923,blaCTX-M-27,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
26141-1-154,.26141_1_154.19,88872,89673,+,aadA2_1,18-819/819,===============,0/0,97.92,99.88,resfinder,NC_010870,aadA2,Streptomycin
26141-1-154,.26141_1_154.19,89935,91194,+,cmlA1_1,1-1260/1260,===============,0/0,100,99.92,resfinder,M64556,cmlA1,Chloramphenicol
26141-1-154,.26141_1_154.19,91277,92078,+,ant(3'')-Ia_1,171-972/972,..=============,0/0,82.51,99.75,resfinder,X02340,ant(3'')-Ia,Streptomycin
26141-1-154,.26141_1_154.6,26166,27398,+,mdf(A)_1,1-1233/1233,===============,0/0,100,98.46,resfinder,Y08743,mdf(A),
26141-1-154,.26141_1_154.60,1895,3141,+,tet(A)_6,1-1247/1275,===============,0/0,97.8,100,resfinder,AF534183,tet(A),Doxycycline;Tetracycline
26141-1-154,.26141_1_154.62,1348,1764,-,fosA3_1,1-417/417,===============,0/0,100,100,resfinder,AB522970,fosA3,Fosfomycin
26141-1-154,.26141_1_154.62,2376,3251,-,blaCTX-M-14_1,1-876/876,===============,0/0,100,100,resfinder,AF252622,blaCTX-M-14,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
26141-1-154,.26141_1_154.64,1997,2788,+,sul3_2,1-792/792,===============,0/0,100,100,resfinder,AJ459418,sul3,Sulfamethoxazole
26141-1-155,.26141_1_155.114,519,1394,-,blaCTX-M-27_1,1-876/876,===============,0/0,100,100,resfinder,AY156923,blaCTX-M-27,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
26141-1-155,.26141_1_155.66,6180,7412,-,mdf(A)_1,1-1233/1233,===============,0/0,100,99.11,resfinder,Y08743,mdf(A),
26141-1-155,.26141_1_155.73,3004,4539,+,qepA4_1,1-1536/1536,===============,0/0,100,100,resfinder,KX580704,qepA4,Ciprofloxacin
26141-1-155,.26141_1_155.73,7749,8246,+,dfrA12_8,1-498/498,===============,0/0,100,100,resfinder,AM040708,dfrA12,Trimethoprim
26141-1-155,.26141_1_155.73,8644,9445,+,aadA2_1,18-819/819,===============,0/0,97.92,99.88,resfinder,NC_010870,aadA2,Streptomycin
26141-1-155,.26141_1_155.73,9923,10789,+,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
26141-1-155,.26141_1_155.89,518,1764,-,tet(A)_6,1-1247/1275,===============,0/0,97.8,100,resfinder,AF534183,tet(A),Doxycycline;Tetracycline
26141-1-155,.26141_1_155.89,2743,3579,-,aph(6)-Id_1,1-837/837,===============,0/0,100,99.88,resfinder,M28829,aph(6)-Id,Streptomycin
26141-1-155,.26141_1_155.89,3579,4382,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
26141-1-155,.26141_1_155.89,4443,5258,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
26141-1-155,.26141_1_155.93,131,790,+,catA1_1,1-660/660,===============,0/0,100,99.85,resfinder,V00622,catA1,Chloramphenicol
26141-1-155,.26141_1_155.94,195,1116,+,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
26141-1-155,.26141_1_155.96,956,2161,+,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
26141-1-156,.26141_1_156.23,64209,65441,-,mdf(A)_1,1-1233/1233,===============,0/0,100,97.81,resfinder,Y08743,mdf(A),
26141-1-156,.26141_1_156.26,20414,21660,+,tet(A)_6,1-1247/1275,===============,0/0,97.8,99.36,resfinder,AF534183,tet(A),Doxycycline;Tetracycline
26141-1-156,.26141_1_156.26,45218,45817,+,aac(6')-Ib-cr_1,1-600/600,===============,0/0,100,100,resfinder,DQ303918,aac(6')-Ib-cr,Ciprofloxacin
26141-1-156,.26141_1_156.26,45874,46366,+,ARR-3_4,51-543/543,.==============,0/0,90.79,99.19,resfinder,FM207631,ARR-3,
26141-1-156,.26141_1_156.26,46499,46972,+,dfrA27_1,1-474/474,===============,0/0,100,100,resfinder,FJ459817,dfrA27,Trimethoprim
26141-1-156,.26141_1_156.26,47153,47998,+,aadA16_1,1-846/846,===============,0/0,100,99.64,resfinder,EU675686,aadA16,Streptomycin
26141-1-156,.26141_1_156.26,48429,49295,+,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
26141-1-156,.26141_1_156.26,52706,53350,-,qnrB6_2,1-645/645,===============,0/0,100,100,resfinder,EF523819,qnrB6,Ciprofloxacin
26141-1-156,.26141_1_156.53,1869,2744,-,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
26141-1-157,.26141_1_157.35,7086,8231,+,blaCMY-2_1,1-1146/1146,===============,0/0,100,100,resfinder,X91840,blaCMY-2,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
26141-1-157,.26141_1_157.4,225702,226934,-,mdf(A)_1,1-1233/1233,===============,0/0,100,98.78,resfinder,Y08743,mdf(A),
26141-1-157,.26141_1_157.43,500,1360,+,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
26141-1-157,.26141_1_157.43,5130,6005,+,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
26141-1-157,.26141_1_157.48,979,1845,-,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
26141-1-157,.26141_1_157.48,2365,3153,-,aadA5_1,1-789/789,===============,0/0,100,100,resfinder,AF137361,aadA5,Streptomycin
26141-1-157,.26141_1_157.48,3284,3757,-,dfrA17_1,1-474/474,===============,0/0,100,100,resfinder,FJ460238,dfrA17,Trimethoprim
26141-1-157,.26141_1_157.50,2756,3616,-,aac(3)-IId_1,1-861/861,===============,0/0,100,99.88,resfinder,EU022314,aac(3)-IId,Gentamicin;Tobramycin
26141-1-157,.26141_1_157.51,134,970,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
26141-1-157,.26141_1_157.51,970,1773,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
26141-1-157,.26141_1_157.51,1834,2649,-,sul2_3,1-816/816,===============,0/0,100,100,resfinder,HQ840942,sul2,Sulfamethoxazole
26141-1-157,.26141_1_157.53,3262,4183,-,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
26141-1-157,.26141_1_157.57,956,2161,+,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
26141-1-157,.26141_1_157.59,123,567,-,catB3_1,1-445/633,===========....,0/0,70.3,99.78,resfinder,AJ009818,catB3,Chloramphenicol
26141-1-157,.26141_1_157.59,705,1535,-,blaOXA-1_1,1-831/831,===============,0/0,100,100,resfinder,HQ170510,blaOXA-1,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
26141-1-157,.26141_1_157.59,1666,2265,-,aac(6')-Ib-cr_1,1-600/600,===============,0/0,100,100,resfinder,DQ303918,aac(6')-Ib-cr,Ciprofloxacin
26141-1-158,.26141_1_158.18,38735,39967,+,mdf(A)_1,1-1233/1233,===============,0/0,100,98.14,resfinder,Y08743,mdf(A),
26141-1-158,.26141_1_158.20,39543,40016,+,dfrA1_8,1-474/474,===============,0/0,100,100,resfinder,X00926,dfrA1,Trimethoprim
26141-1-158,.26141_1_158.20,40682,41481,+,ant(3'')-Ia_1,170-972/972,..======/======,01-Mar,82.3,99.38,resfinder,X02340,ant(3'')-Ia,Streptomycin
26141-1-158,.26141_1_158.55,349,1008,+,catA1_1,1-660/660,===============,0/0,100,99.85,resfinder,V00622,catA1,Chloramphenicol
26141-1-158,.26141_1_158.56,2249,3454,+,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
26141-1-158,.26141_1_158.57,227,1063,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
26141-1-158,.26141_1_158.57,1063,1866,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
26141-1-158,.26141_1_158.57,1927,2742,-,sul2_3,1-816/816,===============,0/0,100,100,resfinder,HQ840942,sul2,Sulfamethoxazole
26141-1-158,.26141_1_158.61,174,1049,+,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
26141-1-158,.26141_1_158.63,607,1437,-,blaOXA-1_1,1-831/831,===============,0/0,100,100,resfinder,HQ170510,blaOXA-1,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
26141-1-158,.26141_1_158.63,1568,2167,-,aac(6')-Ib-cr_1,1-600/600,===============,0/0,100,100,resfinder,DQ303918,aac(6')-Ib-cr,Ciprofloxacin
26141-1-158,.26141_1_158.71,213,1028,+,aph(3')-Ia_1,1-816/816,===============,0/0,100,100,resfinder,V00359,aph(3')-Ia,
26141-1-159,.26141_1_159.100,164,608,-,catB3_1,1-445/633,===========....,0/0,70.3,99.78,resfinder,AJ009818,catB3,Chloramphenicol
26141-1-159,.26141_1_159.100,746,1576,-,blaOXA-1_1,1-831/831,===============,0/0,100,100,resfinder,HQ170510,blaOXA-1,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
